"제조국","브랜드","이름","최소가격","최대가격","차종","엔진","최소연비","최대연비","최소출력","최대출력","출시년도","차량번호","내용","상세사진","색상1","색상2","색상3","색상4","색상5","색상6","색상7","색상8","색상9","색상10","색상1코드","색상2코드","색상3코드","색상4코드","색상5코드","색상6코드","색상7코드","색상8코드","색상9코드","색상10코드"
"미국","캐딜락","XT4",5920,5920,"준중형 SUV","가솔린","10","10","238","238",2023,16253,"언제나 흔들림 없이 자신만의 룰을 따르는 길, XT4와 함께 하세요   2 0L 트윈 스크롤 터보 차지 엔진  9단 자동 트랜스미션  1,004mm 넉넉한 2열 레그룸",16254,"Stellar Black Metallic ","Shadow Metallic ","Latte Metallic ","Radiant Red Tincoat ","Infrared Tintcoat ","Autumn Metallic ","Galiactic Gray Metallic ","Wave Metallic ","Twilight Blue Metallic ","Crystal White Tricoat ","#110d10","#0e2c2b","#948d84","#9d1c27","#a22628","#96402d","#626772","#0e4390","#2d558f","#e6f0f5"
"일본","렉서스","New LS",13383,17830,"대형","가솔린, 하이브리드","9.6","9.6","539","539",2024,16261,"LEXUS NEW LS  역동적인 성능과 안정적인 주행을 위해 LS 전 라인업은 사륜구동 모델입니다   플래그십에 걸맞은 정교하고 고급스러운 승차감을 누려 보십시오   퍼포먼스, 안전·편의 사양, 디자인 등 차량 전반에 걸친 진화를 이뤄냈습니다   승차감과 정숙성 면에서 다운 면모를 더욱 강화",16263,"Sonic Agate ","Sonic Quartz ","Sonic Titanium ","Lunar Luster ","Deep Blue Mica ","Gin-Ei Luster ","Sonic Iridium ","Graphite Black Glass Flake ","Black ","Red Mica Crystal Shine ","#411e24","#eeeeee","#c4c1bc","#919499","#032459","#808185","#5c5d61","#252525","#171717","#87011a"
"미국","테슬라","New Model X",12875,16852,"대형 SUV","전기","4.1","4.3","476","613",2023,16304,"궁극적인 지향점은 주행에 있습니다  스토크도 변속기도 없습니다   Model X는 최고의 주행감을 자랑하는 SUV이자, 최상의 승차감을 제공하는 SUV입니다   쾌적하고 강력하지만, 숨겨진 실내 공조장치  트라이-존 온도 조절, 앞 좌석 통풍시트, HEPA 필터가 기본으로 제공됩니다 ",16306,"Pearl White Multi-Coat ","Solid Black ","Stealth Grey ","Midnight Silver Metallic ","Deep Blue Metallic ","Red Multi-Coat ","Ultra Red ",NULL,NULL,NULL,"#ffffff","#000000","#3c3d45","#5c616b","#1e449f","#cc1220","#8f0008",NULL,NULL,NULL
"미국","테슬라","New Model S",11525,16999,"준대형","전기","4.1","4.5","423","1020",2023,16308,"최상의 드라이빙을 즐길수 있습니다  컬럼식 기어가 없습니다   Model S는 가장 긴 주행 가능 거리와 가장 빠른 가속력을 갖춘 최고의 퍼포먼스를 자랑하는 세단입니다   가장 낮은 공기 저항 계수와 압도적인 효율성을 자랑하는 Model S는 속도와 주행 가능 거리를 위해 설계되었습니다 ",16310,"Pearl White Multi-Coat ","Solid Black ","Midnight Silver Metallic ","Deep Blue Metallic ","Red Multi-Coat ","Ultra Red ",NULL,NULL,NULL,NULL,"#ffffff","#000000","#5c616b","#1e449f","#cc1220","#8f0008",NULL,NULL,NULL,NULL
"한국","현대","아이오닉 5",5272,6495,"중형 SUV","전기","4.4","5.2","170","325",2024,16333,"무엇이든 가능한 세상 IONIQ 5  최초의 E-GMP 플랫폼 기반 순수 전기차 입니다   탑승객 상황에 따른 다양한 실내공간의 연출과 차량 내외부에서 전자 기기, 가전 제품을 자유롭게 사용 가능합니다   세계 최초의 400V/800V 멀티 충전 시스템 적용이 가능합니다   저중심 설계와 신기술로 EV 고유 주행성능 확보 탑승객과 배터리를 안전하게 보호하는 다중골격 구조 및 안전 신기술 적용 되었습니다 ",16332,"루시드 블루 펄(U3P) ","미스틱 올리브그린 펄(S5K) ","디지털 틸그린 펄(M9U) ","사이버 그레이 메탈릭(C5G) ","아틀라스 화이트(SAW) ","에코트로닉 그레이 펄(PE2) ","어비스 블랙 펄(A2B) ","팬텀 블랙 펄(MZH) ","갤럭틱 그레이 메탈릭(R3G) ","아틀라스 화이트 매트(WAM) ","#3d5253","#4f4f44","#38483e","#aaadb2","#eaeaea","#3a3c3d","#000000","#050505","#575c5a","#eaeaea"
"일본","혼다","New Odyssey",6050,6050,"RV/MPV","가솔린","9","9","284","284",2023,16338,"New Odyssey  가족을 위한 완벽한 공간 세계에서 인정받아온 Odyssey가 시대를 뛰어넘은 혁신으로 다시 한번 진화했습니다   세련되고 고급스러운 디자인, 넉넉한 실내공간과 각종 첨단 사양을 겸비한 New Odyssey는 최상의 편안함과 여유로움으로 당신의 삶에서 잊지 못할 소중한 추억을 만드십시요",16340,"Platinum White Pearl ","Modern Steel Metallic ","Crystal Black Pearl ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"#faf9f7","#b0afb4","#403d43",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","벤츠","Maybach GLS-Class",26000,29900,"대형 SUV","가솔린","6.6","6.6","557","557",2023,16481,"최상위 력셔리 SUV GLS와 Mercedes-Maybach의 만남   시선을 사로잡는 핀-스트라이프 디자인의 크롬 라디에이터 그릴과 멀티 스포크 디자인의 23인치 대형 휠은 독창적인 이미지를 완성합니다 ",16482,"Rubellite Red/Obsidien Black(C21) ","Obsidien Black/ Designo Kalahari Gold(C23) ","Cavansite Blue/Iridium Silver(C19) ","Mojave Silver/Emerald Green(C24) ","Iridium Silver/Selenite Grey(C30) ","Selenite Grey/High-tech Silver(C31) ","Iridium Silver/Designo Diamond Bright(C25) ","Emerald Green Metallic(989U) ","Selenite Grey Metallic(992U) ","Iridium Silver(775) ","#580b2a","#b09f8f","#d1d1d1","#b2b1b5","#6e7275","#6a6d6f","#cecfca","#18221f","#6a6d6f","#b2b1b5"
"일본","토요타","Sienna",7050,7060,"RV/MPV","가솔린, 하이브리드","13.7","14.5","246","246",2023,16512,"최초의 하이브리드 미니밴 2 5L 엔진과 하이브리드 시스템  하이브리드 사륜구동 시스템 E-Four가 적용되어 효율적이고 안정적인 주행이 가능하며  편안하고 안락한 분위기를 선사하는 미니밴 입니다 ",16517,"Red Mica ","Gray Mica Metallic ","Silver Metallic ","Dark Blue Mica ","Attitude Black Mica ","Dark Brown Mica Metallic ","White Pearl Crystal Shine ","Platinum White Pearl Mica ",NULL,NULL,"#a02d39","#60636b","#bac2c6","#232c52","#0c0c0c","#50362a","#f0f0eb","#ffffff",NULL,NULL
"한국","기아","K8",2910,4624,"준대형","가솔린, LPG","7.7","12","198","300",2024,16824,"프리미엄 준대형 세단에 걸맞은 편안하고 안정적인 주행성능  운전의 부담을 덜어주는 첨단 운전자 보조 시스템  모든 승객을 위한 편안하고 쾌적한 탑승 공간  감성적 만족감과 편리한 연결성을 겸비한 인포테인먼트 시스템",16826,"스노우 화이트 펄(SWP) ","스틸 그레이(KLG) ","인터스텔라 그레이(AGT) ","문스케이프 매트 그레이(KLM) ","딥 포레스트 그린(G4E) ","오로라 블랙 펄(ABP) ","그래비티 블루(B4U) ",NULL,NULL,NULL,"#e6e7e6","#5f6167","#575859","#5f6167","#1d2920","#0f0f0f","#2e334d",NULL,NULL,NULL
"한국","기아","K8 HEV",3910,4788,"준대형","가솔린, 하이브리드","17.1","18","180","230",2024,16827,"영감은 낯선 것으로부터  The Outstanding, The Kia K8 HEV",16829,"스노우 화이트 펄(SWP) ","스틸 그레이(KLG) ","인터스텔라 그레이(AGT) ","문스케이프 매트 그레이(KLM) ","딥 포레스트 그린(G4E) ","오로라 블랙펄(ABP) ","그래비티 블루(B4U) ",NULL,NULL,NULL,"#e6e7e6","#5f6167","#575859","#5f6167","#1d2920","#0E0E10","#2e334d",NULL,NULL,NULL
"한국","현대","스타리아",2596,7401,"승합","디젤, LPG","6.5","12.3","177","240",2024,16862,"프리미엄 크루즈 스타리아  고급스러움과 여유로운 공간을 갖춘 것이 특징인데, 맞춤형 이동수단(PBV, Purpose Built Vehicle)과 가장 유사한 공간성으로  고객에게 새로운 이동경험과 라이프 스타일을 제공합니다   클러스터 하단과 오버헤드콘솔 상단, 센터페시아 상/하단에 다양한 수납공간을 적용해 MPV 에 걸맞는 실용성을 추구합니다 ",16864,"올리비안 그레이 메탈릭(X5R) ","쉬머링 실버 메탈릭(R2T) ","어비스 블랙 펄(A2B) ","가이아 브라운(D2S) ","크리미 화이트(YAC ) ","문라이트 블루 펄(UB7) ","그라파이트 그레이 메탈릭(P7V) ","다이내믹옐로우(NFA) ",NULL,NULL,"#5a5f5b","#a8abae","#000000","#28201d","#F6F5F2","#232b3e","#3e4241","#e5a132",NULL,NULL
"한국","기아","EV6",5130,6635,"중형 SUV","전기","4.6","5.6","170","584",2024,16914,"전기차의 새로운 기준 EV6  스포티함과 역동성을 극대화한 감각적인 에어로 다이내믹 스타일링  감성적이고 하이테크한 미래지향적 프리미엄 공간  새로운 차원의 혁신적인 상품성으로 구현되는 쉽고 편리한 EV라이프",16916,"스노우 화이트 펄(SWP) ","인터스텔라 그레이(AGT) ","문스케이프 매트 그레이(KLM) ","글래시어(GLB) ","딥 포레스트 그린(G4E) ","오로라 블랙 펄(ABP) ","런웨이 레드(CR5) ","그래비티 블루(B4U) ","요트 블루(DU3) ",NULL,"#e6e7e6","#575859","#5f6167","#E3D0C6","#1d2920","#0f0f0f","#852b33","#2e334d","#27447c",NULL
"유럽","재규어","New XF",6800,7200,"준대형","가솔린","5.5","8.6","201","296",2021,17033,"지금까지의 비즈니스 세단은 잊어라  역동적인 비율과 우아한 라인, 완벽한 밸런스  평범함을 거부하는 디자인, 평범함을 넘선 스포츠 세단 ",17035,"Carpathian Grey ","Eiger Grey ","Narvik Black ","Santorini Black ","Silicon Silver ","Hakuba Silver ","Firenze Red ","Portfolio Blue ","Bluefire Blue ","Fuji White ","#1e2123","#6b6d6f","#050404","#181815","#a9a499","#7b8486","#a60d23","#222b3a","#005d9a","#ecefeb"
"유럽","재규어","New F-Pace",7790,8320,"중형 SUV","가솔린","12.8","12.8","204","204",2021,17037,"궁극의 퍼포먼스 F-PACE   다양한 수상 경력에 빛나는 F-PACE 모델은 그 어느 때보다 뛰어난 성능과 민첩성, 역동성을 제공합니다 ",17039,"Carpathian Grey ","Charente Grey ","Eiger Grey ","Narvik Black ","Santorini Black ","Hakuba Silver ","Firenze Red ","Portfolio Blue ","Bluefire Blue ","Fuji White ","#1e2123","#606060","#6b6d6f","#050404","#181815","#7b8486","#a60d23","#222b3a","#005d9a","#ecefeb"
"한국","기아","더 뉴 K3",1765,2507,"준중형","가솔린","14.1","15.2","123","123",2024,17572,"세련되고 스포티한 이미지로 구현한 역동적 디자인  나만의 완생을 향해 Keep Your Way, The new K3",17548,"스노우 화이트 펄(SWP) ","스틸 그레이(KLG) ","플라티늄 그라파이트(ABT) ","오로라 블랙 펄(ABP) ","그래비티 블루(B4U) ","미네랄 블루(M4B) ",NULL,NULL,NULL,NULL,"#e6e7e6","#5f6167","#575859","#0f0f0f","#2e334d","#22456d",NULL,NULL,NULL,NULL
"한국","기아","더 뉴 K3 GT",2745,2784,"준중형","가솔린","12.1","12.1","204","204",2024,17573,"평범할 수 없는 다이내믹한 디자인과 운전의 재미를 극대화 시키며  일상의 즐거움도 놓치지 않는다  Keep Your Way, The new K3 GT",17549,"스노우 화이트 펄(SWP) ","스틸 그레이(KLG) ","플라티늄 그라파이트(ABT) ","오로라 블랙 펄(ABP) ","런웨이 레드(CR5) ","그래비티 블루(B4U) ",NULL,NULL,NULL,NULL,"#e6e7e6","#5f6167","#575859","#0f0f0f","#852b33","#2e334d",NULL,NULL,NULL,NULL
"유럽","맥라렌","GT",29700,29700,"스포츠카","가솔린","11.9","11.9","626","626",2024,17745,"한계를 뛰어넘다 McLaren GT   초경량 GT는 품종을 재창조합니다  그리고 그 결과는 특별합니다  놀랍도록 아름답습니다   엄청나게 빠르고 반응성이 뛰어나 아드레날린과 레이싱 DNA를 수업에 주입합니다  그리고 이 모든 것을 수행하면서 매우 세련된 승차감을 제공합니다 ",17746,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","맥라렌","600LT",29900,31500,"스포츠카","가솔린","8.5","8.5","600","600",2019,17747,"McLaren 600LT는 공격적으로 공기역학적이며 강박적으로 가볍습니다   독특한 탄소 섬유 MonoCell II 섀시는 매우 가볍고 강하기 때문에 놀라운 수준의 성능과 민첩성을 유지하기 위해 추가 보강재가 필요하지 않았습니다 ",17748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","애스턴마틴","Vantage",19800,25900,"스포츠카","가솔린","9.7","9.7","503","503",2023,17761,"야성적이고 본능적이며, 민첩한 성능으로 감각을 압도하는 목표를 가진  역대 가장 강력하고 관능적인 디자인 형태를 갖춘 Vantage",17762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","벤츠","AMG GT 4door Coupe",13760,24160,"스포츠카","가솔린","7.2","8.8","389","639",2021,17768,"일상에서 쉽게 느끼지 못하는 전율,  모터스포츠 DNA를 계승한 디자인 아이콘   가장 순수한 형태의 AMG 드라이빙 퍼포먼스  Mercedes - AMG GT",17764,"Graphite Grey(831U) ","Selenite Grey(297) ","Manufaktur Graphite Grey Magno(818U) ","High-tech Silver(922U) ","Jupiter Red(589) ","Obsidian Black(197U) ","Brilliant Blue(896) ","Brilliant Blue Magno(644) ","Polar White(149U) ","Manufaktur Diamond White Bright(885U) ","#5b5c61","#6b6e71","#202328","#bfbfc4","#a0130d","#424242","#090b75","#2f457e","#fafafa","#fafafa"
"유럽","애스턴마틴","DB11",26400,29500,"스포츠카","가솔린","10","10","535","535",2023,17773,"차세대 자동차들의 표준이 될 DB11은 ‘DB’시리즈 중에서 가장 강력하고 효율적인 모델입니다   DB11의 트윈 터보 엔진 옵션 V8과 V12는 각각 535PS와 636PS의 출력을 내며, 두 엔진 모두 독보적인 성능과 향상된 효율의 결합을 제공합니다 ",17775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","애스턴마틴","DBS",36900,41900,"스포츠카","가솔린","8","8","720","720",2022,17776,"애스턴마틴의 역대 가장 파워풀한 모델 DBS   강력한 성능과 퍼포먼스를 받쳐 줄 수 있도록 작은 요소 하나하나 업그레이드되었습니다   단순히 동일한 소재를 추가한 것이 아니라 최우수 품질의 초경량 소재가 적용되었습니다 ",17778,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","애스턴마틴","DBX",24800,25600,"대형 SUV","가솔린","7","7","550","550",2022,17779,"애스턴 마틴 DBX  처음이지만 서툴지 않은 슈퍼 SUV ",17781,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","맥라렌","570S",26500,28400,"스포츠카","가솔린","10.8","10.8","570","570",2016,17788,"완전히 운전자 중심적이고 성능 지향적인 McLaren 570S Coupe는 탁 트인 도로에서와 마찬가지로 트랙에서도 편안합니다   McLaren 570S는 동급에서 가장 가벼운 스포츠카이며 무게 대비 출력이 가장 높으며, 슈퍼카 펀치와 스릴을 제공하여 더 많은 비싼 라이벌을 부끄럽게 만듭니다 ",17790,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","맥라렌","720S",35900,38500,"스포츠카","가솔린","9.3","9.3","740","740",2023,17798,"McLaren 720S는 모든 것에 이유가 있다는 McLaren 디자인 철학에서 탄생했습니다   동급 최고의 출력, 토크 및 사용 가능한 성능은 720S의 핵심 엔진을 정의합니다   그것은 자동차와 운전자 사이에 순수하고 유기적인 연결을 만듭니다 ",17753,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"일본","렉서스","LC",17460,19240,"중형","가솔린, 하이브리드","7.7","7.7","477","477",2024,17822,"보다 예리하고, 보다 우아하게  날카롭고 경쾌한 스티어링 감각, 기분 좋은 변속감  그와 맞물려 퍼지는 강렬한 엔진 사운드  LC는 지금까지 경험하지 못한 새로움을 선사합니다 ",1887,"Dark Gray Mica ","Sonic Silver ","Sonic Titanium ","White Nova Glass Flake ","Deep Blue Mica ","Dark Gray ","Sonic Iridium ","Graphite Black Glass Flake ","Black ","Radiant Red Contrast Layering ","#313c42","#cccecd","#c4c1bc","#ededed","#032459","#696a6c","#5c5d61","#252525","#171717","#df152d"
"유럽","랜드로버","All New Discovery",9090,12760,"중형 SUV","가솔린, 디젤","7.5","10.8","249","360",2023,17907,"Discovery는 특유의 고급스러움과 탁월한 다목적성을 바탕으로 잊을 수 없는 여정을 선사하도록 디자인되었습니다   Discovery와 함께 친구들, 또는 가족들과 안락한 여정을 만끽해보십시오 ",17909,"Byron Blue ","Portofino Blue ","Santorini Black ","Hakuba Silver ","Yulong White ","Fuji White ","Lantau Bronze ","Eiger Grey ",NULL,NULL,"#7c849b","#12233f","#0f090b","#b1bbc4","#d1d2d7","#e3e6e4","#a6a6a6","#64686c",NULL,NULL
"유럽","푸조","New 3008",4220,5050,"RV/MPV","가솔린, 디젤","12.2","15.8","130","130",2024,18129,"NEW PEUGEOT 3008 SUV는 뛰어난 기술력과 우아함이 결합하여 힘과 개성을 표현합니다   향상된  i-Cockpit?과 최고 수준의 인체 공학적 드라이빙 포지션이 조화를 이룬  PEUGEOT 3008 SUV의 주행 경험은 직관적이며, 심플하고, 안전하며, 편안합니다 ",18131,"Celebos Blue ","Nimbus Grey ","Cumulus Grey ","Nera Black ","Pearlescent White ","Ultimate Red ",NULL,NULL,NULL,NULL,"#1d4869","#545351","#444347","#120e13","#e0dfdd","#a80e2b",NULL,NULL,NULL,NULL
"유럽","벤츠","The New Maybach S-Class",27300,59000,"대형","가솔린","5.8","8.1","503","630",2024,18143,"Maybach S-Class의 아름다운 디자인은 전면부에서부터 모두를 사로잡습니다   당당하게 각인된 'MAYBACH'의 이름에서 시작해, 트림 스트립과 라디에이터 그릴을 지나 유려한 차체를 감싼 크롬은 눈부신 아름다움을 선사합니다 ",18146,"Selenite Grey/Obsidien Black(C12) ","Rubellite Red/Obsidien Black(C21) ","Obsidien Black/ Diamond White Bright(C22) ","Manufaktur Rubellite Red/Manufaktur Kalahari Gold(C27) ","Nautic Blue/High-tech Silver(C28) ","Onyx Black/Mojave Silver(C29) ","High-Tech Silver/Obsidien Black(C33) ","Onyx Black/Manufaktur Kalahari Gold(C32) ","Mojave Silver/Emerald Green(C24) ","Selenite Grey/High-tech Silver(C31) ","#4f505a","#580b2a","#3f3e44","#580b2a","#28324f","#4f505a","#bfbfc4","#191a15","#b2b1b5","#6a6d6f"
"유럽","아우디","e-tron",11650,14310,"대형 SUV","전기","2.9","3","308","402",2023,18369,"새로운 전기차의 시대를 열다  직관적 디자인, 아우디만의 놀라운 퍼포먼스,  그리고 끊임없는 혁신으로 완성하다   새로운 시대의 일상 주행에 적합한 스포티하고 안전한 동반자 ",18372,"Myth Black Metallic(LY9T) ","Typhoon Gray Metallic ","Manhattan Gray Metallic ","Navarra Blue Metallic(LX5H) ","Galaxy Blue Metallic ","Floret Silver Metallic ","Glacier White Metallic ","Siam Beige Metallic ",NULL,NULL,"#090909","#585858","#303636","#061567","#032440","#9a999e","#c0c4c3","#bdad9a",NULL,NULL
